Time (min),Force (N),Position (mm)
0.0101,8.44,0.014300
0.0102,8.24,0.014400
0.0102,8.27,0.014400
0.0102,8.70,0.014500
0.0102,8.72,0.014500
0.0102,8.53,0.014600
0.0102,8.38,0.014600
0.0103,8.43,0.014600
0.0103,8.62,0.014700
0.0103,8.86,0.014700
0.0103,8.98,0.014700
0.0103,8.94,0.014800
0.0103,8.47,0.014800
0.0104,8.39,0.014900
0.0104,8.60,0.014900
0.0104,8.87,0.015000
0.0104,8.98,0.015000
0.0104,8.79,0.015000
0.0104,8.77,0.015100
0.0104,8.89,0.015100
0.0105,9.05,0.015200
0.0105,8.93,0.015200
0.0105,8.84,0.015200
0.0105,8.79,0.015300
0.0105,8.86,0.015300
0.0106,9.02,0.015400
0.0106,9.34,0.015400
0.0106,9.40,0.015500
0.0106,9.30,0.015500
0.0106,9.06,0.015500
0.0106,8.96,0.015600
0.0107,9.17,0.015600
0.0107,9.32,0.015700
0.0107,9.34,0.015700
0.0107,9.24,0.015800
0.0107,9.30,0.015800
0.0107,9.45,0.015800
0.0107,9.46,0.015900
0.0108,9.36,0.015900
0.0108,9.08,0.016000
0.0108,9.11,0.016000
0.0108,9.32,0.016000
0.0108,9.51,0.016100
0.0109,9.64,0.016100
0.0109,9.65,0.016200
0.0109,9.45,0.016200
0.0109,9.30,0.016200
0.0109,9.38,0.016300
0.0109,9.73,0.016300
0.0110,9.71,0.016400
0.0110,9.63,0.016400
0.0110,9.68,0.016500
0.0110,9.76,0.016500
0.0110,9.89,0.016600
0.0110,9.80,0.016600
0.0111,9.81,0.016600
0.0111,9.73,0.016700
0.0111,9.78,0.016700
0.0111,9.93,0.016800
0.0111,10.1,0.016800
0.0111,10.3,0.016900
0.0112,10.2,0.016900
0.0112,9.90,0.016900
0.0112,9.86,0.017000
0.0112,9.97,0.017000
0.0112,10.1,0.017100
0.0112,10.2,0.017100
0.0113,10.2,0.017100
0.0113,10.2,0.017200
0.0113,10.2,0.017200
0.0113,10.2,0.017300
0.0113,10.4,0.017300
0.0113,10.3,0.017400
0.0113,10.1,0.017400
0.0114,10.0,0.017400
0.0114,10.1,0.017500
0.0114,10.6,0.017500
0.0114,10.7,0.017600
0.0114,10.5,0.017600
0.0115,10.4,0.017700
0.0115,10.2,0.017700
0.0115,10.4,0.017800
0.0115,10.6,0.017800
0.0115,10.7,0.017800
0.0115,10.7,0.017900
0.0116,10.5,0.017900
0.0116,10.5,0.018000
0.0116,10.5,0.018000
0.0116,10.6,0.018000
0.0116,10.6,0.018100
0.0116,10.5,0.018100
0.0117,10.5,0.018200
0.0117,10.6,0.018200
0.0117,10.9,0.018300
0.0117,11.0,0.018300
0.0117,10.9,0.018300
0.0117,10.7,0.018400
0.0118,10.5,0.018400
0.0118,10.8,0.018500
0.0118,11.1,0.018500
0.0118,11.2,0.018500
0.0118,11.0,0.018600
0.0118,10.8,0.018600
0.0119,11.0,0.018700
0.0119,11.2,0.018700
0.0119,11.2,0.018800
0.0119,11.1,0.018800
0.0119,10.9,0.018800
0.0119,10.9,0.018900
0.0119,11.1,0.018900
0.0120,11.3,0.019000
0.0120,11.4,0.019000
0.0120,11.1,0.019100
0.0120,10.9,0.019100
0.0120,10.9,0.019200
0.0121,11.0,0.019200
0.0121,11.2,0.019200
0.0121,11.4,0.019300
0.0121,11.3,0.019300
0.0121,11.2,0.019400
0.0121,11.2,0.019400
0.0122,11.4,0.019400
0.0122,11.3,0.019500
0.0122,11.3,0.019500
0.0122,11.3,0.019600
0.0122,11.3,0.019600
0.0122,11.4,0.019700
0.0123,11.6,0.019700
0.0123,11.7,0.019700
0.0123,11.6,0.019800
0.0123,11.2,0.019800
0.0123,11.3,0.019900
0.0123,11.5,0.019900
0.0124,11.8,0.020000
0.0124,11.9,0.020000
0.0124,11.6,0.020100
0.0124,11.5,0.020100
0.0124,11.6,0.020200
0.0124,11.8,0.020200
0.0124,11.8,0.020200
0.0125,11.8,0.020200
0.0125,11.8,0.020300
0.0125,11.8,0.020300
0.0125,11.8,0.020400
0.0125,12.2,0.020400
0.0126,12.3,0.020500
0.0126,12.2,0.020500
0.0126,11.9,0.020500
0.0126,11.8,0.020600
0.0126,12.1,0.020600
0.0126,12.4,0.020700
0.0127,12.5,0.020700
0.0127,12.5,0.020800
0.0127,12.1,0.020800
0.0127,12.0,0.020800
0.0127,12.1,0.020900
0.0127,12.3,0.020900
0.0127,12.4,0.021000
0.0128,12.3,0.021000
0.0128,12.3,0.021000
0.0128,12.3,0.021100
0.0128,12.5,0.021100
0.0128,12.5,0.021200
0.0129,12.3,0.021200
0.0129,12.2,0.021300
0.0129,12.3,0.021300
0.0129,12.4,0.021400
0.0129,12.7,0.021400
0.0129,12.7,0.021400
0.0130,12.7,0.021500
0.0130,12.6,0.021500
0.0130,12.5,0.021600
0.0130,12.6,0.021600
0.0130,12.7,0.021600
0.0130,12.7,0.021700
0.0131,12.6,0.021700
0.0131,12.7,0.021800
0.0131,12.9,0.021800
0.0131,13.0,0.021900
0.0131,12.9,0.021900
0.0131,12.7,0.021900
0.0132,12.7,0.022000
0.0132,12.8,0.022000
0.0132,12.9,0.022100
0.0132,13.0,0.022100
0.0132,13.1,0.022200
0.0132,13.0,0.022200
0.0133,12.9,0.022200
0.0133,12.9,0.022300
0.0133,13.1,0.022300
0.0133,13.1,0.022400
0.0133,13.1,0.022400
0.0133,12.9,0.022400
0.0134,13.0,0.022500
0.0134,13.3,0.022500
0.0134,13.2,0.022600
0.0134,13.0,0.022600
0.0134,13.0,0.022600
0.0134,13.1,0.022700
0.0135,13.2,0.022700
0.0135,13.3,0.022800
0.0135,13.5,0.022800
0.0135,13.5,0.022900
0.0135,13.2,0.022900
0.0135,13.2,0.023000
0.0136,13.3,0.023000
0.0136,13.4,0.023100
0.0136,13.5,0.023100
0.0136,13.4,0.023100
0.0136,13.4,0.023200
0.0136,13.5,0.023200
0.0137,13.6,0.023300
0.0137,13.7,0.023300
0.0137,13.6,0.023300
0.0137,13.6,0.023400
0.0137,13.5,0.023400
0.0137,13.4,0.023500
0.0138,14.0,0.023500
0.0138,14.1,0.023600
0.0138,14.0,0.023600
0.0138,13.8,0.023600
0.0138,13.7,0.023700
0.0138,13.8,0.023700
0.0139,13.9,0.023800
0.0139,14.1,0.023800
0.0139,14.1,0.023800
0.0139,14.1,0.023900
0.0139,14.0,0.023900
0.0139,14.0,0.024000
0.0140,14.0,0.024000
0.0140,14.1,0.024000
0.0140,14.1,0.024100
0.0140,14.1,0.024100
0.0140,14.2,0.024200
0.0140,14.4,0.024200
0.0140,14.3,0.024300
0.0141,14.1,0.024300
0.0141,14.1,0.024400
0.0141,14.2,0.024400
0.0141,14.3,0.024500
0.0141,14.3,0.024500
0.0142,14.4,0.024600
0.0142,14.5,0.024600
0.0142,14.5,0.024600
0.0142,14.5,0.024700
0.0142,14.5,0.024700
0.0142,14.5,0.024700
0.0143,14.5,0.024800
0.0143,14.4,0.024800
0.0143,14.5,0.024900
0.0143,14.6,0.024900
0.0143,14.8,0.025000
0.0143,14.8,0.025000
0.0144,14.6,0.025000
0.0144,14.5,0.025100
0.0144,14.5,0.025100
0.0144,14.6,0.025200
0.0144,14.6,0.025200
0.0144,14.8,0.025300
0.0145,14.9,0.025300
0.0145,14.8,0.025400
0.0145,14.8,0.025400
0.0145,14.7,0.025400
0.0145,14.8,0.025500
0.0145,14.8,0.025500
0.0146,14.8,0.025600
0.0146,14.8,0.025600
0.0146,15.1,0.025700
0.0146,15.2,0.025700
0.0146,15.2,0.025700
0.0146,15.1,0.025800
0.0147,14.9,0.025800
0.0147,15.0,0.025900
0.0147,15.0,0.025900
0.0147,15.1,0.026000
0.0147,15.3,0.026000
0.0147,15.4,0.026100
0.0148,15.2,0.026100
0.0148,15.2,0.026100
0.0148,15.2,0.026200
0.0148,15.3,0.026200
0.0148,15.1,0.026300
0.0148,15.1,0.026300
0.0149,15.2,0.026300
0.0149,15.5,0.026400
0.0149,15.6,0.026400
0.0149,15.5,0.026500
0.0149,15.5,0.026500
0.0149,15.4,0.026500
0.0150,15.2,0.026600
0.0150,15.4,0.026600
0.0150,15.6,0.026700
0.0150,15.7,0.026700
0.0150,15.7,0.026800
0.0150,15.5,0.026800
0.0151,15.6,0.026900
0.0151,15.7,0.026900
0.0151,15.8,0.026900
0.0151,15.6,0.027000
0.0151,15.6,0.027000
0.0151,15.7,0.027100
0.0152,15.9,0.027100
0.0152,16.0,0.027200
0.0152,15.9,0.027200
0.0152,15.7,0.027200
0.0152,15.6,0.027300
0.0152,15.7,0.027300
0.0153,16.0,0.027300
0.0153,16.1,0.027400
0.0153,15.9,0.027400
0.0153,15.9,0.027500
0.0153,16.0,0.027500
0.0153,16.0,0.027600
0.0154,16.1,0.027600
0.0154,16.1,0.027600
0.0154,16.1,0.027700
0.0154,16.1,0.027700
0.0154,16.3,0.027800
0.0154,16.4,0.027800
0.0154,16.4,0.027900
0.0155,16.2,0.027900
0.0155,16.2,0.028000
0.0155,16.2,0.028000
0.0155,16.4,0.028100
